,Date,Count-Crashes,Count-Fatalities,text_x,Low,High,Precipitation,snow,snowdepth,windgust,windspeed,cloudcover,conditions,description,Sum_Crashes,Sum_Fatalities,text_y
193,2016-07-11,0.0,0,,51.9,75.6,0.0,0.0,0.0,29.8,13.7,0.218,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
194,2016-07-12,0.0,0,,57.5,88.7,0.0,0.0,0.0,28.9,15.7,0.141,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
195,2016-07-13,0.0,0,,63.7,88.8,0.0,0.0,0.0,20.8,13.5,0.033,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
196,2016-07-14,0.0,0,,63.8,93.5,0.0,0.0,0.0,28.9,11.0,0.077,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
197,2016-07-15,0.0,0,,66.7,97.7,0.0,0.0,0.0,28.9,14.7,0.638,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
198,2016-07-16,1.0,1,,70.9,93.5,0.0,0.0,0.0,21.9,13.7,0.607,Partially cloudy,Clearing in the afternoon.,,,Clearing in the afternoon.
199,2016-07-17,0.0,0,,66.7,97.6,0.0,0.0,0.0,31.1,22.2,0.508,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
200,2016-07-18,0.0,0,,78.0,97.0,0.0,0.0,0.0,41.1,26.1,0.498,Partially cloudy,Becoming cloudy in the afternoon.,,,Becoming cloudy in the afternoon.
201,2016-07-19,1.0,1,,78.2,97.0,0.0,0.0,0.0,32.6,24.0,0.531,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
202,2016-07-20,1.0,1,,78.9,99.9,0.0,0.0,0.0,31.6,23.9,0.292,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
203,2016-07-21,0.0,0,,78.8,100.8,0.0,0.0,0.0,28.9,20.4,0.382,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
204,2016-07-22,0.0,0,,80.8,101.6,0.0,0.0,0.0,34.4,18.0,0.542,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
205,2016-07-23,0.0,0,,66.9,93.6,0.01,0.0,0.0,30.0,14.7,0.353,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,,,Partly cloudy throughout the day with late afternoon rain.
206,2016-07-24,1.0,1,,64.1,95.9,0.0,0.0,0.0,31.1,10.1,0.168,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
207,2016-07-25,0.0,0,,71.7,100.7,0.0,0.0,0.0,25.3,14.6,0.312,Partially cloudy,Clearing in the afternoon.,,,Clearing in the afternoon.
208,2016-07-26,1.0,1,,77.9,102.5,0.0,0.0,0.0,25.3,15.8,0.395,Partially cloudy,Clearing in the afternoon.,,,Clearing in the afternoon.
209,2016-07-27,0.0,0,,70.8,100.8,0.0,0.0,0.0,23.0,13.5,0.11900000000000001,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
210,2016-07-28,1.0,1,,73.8,100.8,0.0,0.0,0.0,20.8,11.1,0.275,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
211,2016-07-29,2.0,2,,72.9,100.7,0.0,0.0,0.0,20.8,14.5,0.28,Partially cloudy,Clearing in the afternoon.,,,Clearing in the afternoon.
212,2016-07-30,0.0,0,,75.5,99.5,0.0,0.0,0.0,40.3,28.7,0.6940000000000001,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
213,2016-07-31,0.0,0,,76.7,98.7,0.0,0.0,0.0,26.4,17.0,0.48,Partially cloudy,Clearing in the afternoon.,,,Clearing in the afternoon.
214,2016-08-01,0.0,0,,76.7,98.7,0.0,0.0,0.0,19.7,12.6,0.37200000000000005,Partially cloudy,Clearing in the afternoon.,,,Clearing in the afternoon.
215,2016-08-02,0.0,0,,74.7,99.8,0.0,0.0,0.0,26.4,19.1,0.423,Partially cloudy,Becoming cloudy in the afternoon.,,,Becoming cloudy in the afternoon.
216,2016-08-03,0.0,0,,78.8,93.6,0.0,0.0,0.0,20.8,15.7,0.562,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
217,2016-08-04,1.0,1,,62.7,91.8,0.0,0.0,0.0,26.4,13.6,0.528,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
218,2016-08-05,0.0,0,,71.7,89.6,0.0,0.0,0.0,19.7,13.7,0.748,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
219,2016-08-06,0.0,0,,71.6,91.9,0.03,0.0,0.0,29.3,20.4,0.49,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,,,Becoming cloudy in the afternoon with late afternoon rain.
220,2016-08-07,0.0,0,,75.7,96.7,0.04,0.0,0.0,47.5,24.6,0.662,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,,,Partly cloudy throughout the day with late afternoon rain.
221,2016-08-08,0.0,0,,66.6,95.9,0.0,0.0,0.0,24.2,15.6,0.446,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
222,2016-08-09,0.0,0,,76.7,96.7,0.0,0.0,0.0,37.7,22.8,0.479,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
223,2016-08-10,0.0,0,,63.9,89.2,0.03,0.0,0.0,35.6,15.7,0.664,"Rain, Partially cloudy",Clearing in the afternoon with late afternoon rain.,,,Clearing in the afternoon with late afternoon rain.
224,2016-08-11,0.0,0,,63.9,87.8,0.03,0.0,0.0,36.4,17.0,0.341,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,,,Partly cloudy throughout the day with early morning rain.
225,2016-08-12,0.0,0,,61.9,90.8,0.0,0.0,0.0,21.9,12.7,0.087,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
226,2016-08-13,0.0,0,,64.8,92.7,0.0,0.0,0.0,21.9,16.9,0.32799999999999996,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
227,2016-08-14,1.0,1,,65.8,97.8,0.0,0.0,0.0,24.2,11.4,0.284,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
228,2016-08-15,0.0,0,THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A HIGH WIND WARNING...WHICH IS IN EFFECT UNTIL 10 PM MDT THIS EVENING.  * AFFECTED AREA...THE CACHE VALLEY...WASATCH FRONT...GREAT SALT   LAKE DESERT...WEST CENTRAL AND SOUTHWEST UTAH.  * TIMING...THROUGH 10 PM.  * WINDS...HIGH-BASED SHOWERS AND DRY THUNDERSTORMS WILL POSE A   PERIODIC THREAT OF LOCAL SEVERE WINDS AROUND OR EXCEEDING 60   MPH.  * IMPACTS...STRONG CROSS WINDS ARE FORECAST AT TIMES FOR ALL   ROUTES IN THE WARNING AREA. THOSE OPERATING HIGH PROFILE   VEHICLES OR TOWING TRAILERS ARE ESPECIALLY IMPACTED. RESIDENTS   SHOULD STORE ANY LOOSE ITEMS AROUND THE YARD WHICH COULD   POTENTIALLY BECOME AIRBORNE FROM A SUDDEN STRONG WIND GUST.,75.5,92.6,0.0,0.0,0.0,44.8,23.2,0.7909999999999999,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
229,2016-08-16,0.0,0,,67.5,94.6,0.0,0.0,0.0,28.9,13.0,0.371,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
230,2016-08-17,0.0,0,,73.8,92.5,0.0,0.0,0.0,31.8,20.5,0.5870000000000001,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
231,2016-08-18,0.0,0,,69.7,91.4,0.0,0.0,0.0,25.3,15.6,0.578,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
232,2016-08-19,0.0,0,,70.6,89.5,0.0,0.0,0.0,23.0,16.3,0.239,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
233,2016-08-20,0.0,0,,61.7,88.6,0.0,0.0,0.0,25.3,10.5,0.139,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
234,2016-08-21,0.0,0,,63.6,94.3,0.0,0.0,0.0,21.9,14.0,0.261,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
235,2016-08-22,0.0,0,,72.7,93.3,0.01,0.0,0.0,24.2,14.4,0.544,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,,,Clearing in the afternoon with morning rain.
236,2016-08-23,0.0,0,,67.7,89.4,0.0,0.0,0.0,21.9,14.8,0.45899999999999996,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
237,2016-08-24,0.0,0,,60.7,82.5,0.0,0.0,0.0,33.3,19.9,0.233,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
238,2016-08-25,1.0,1,,55.1,83.4,0.0,0.0,0.0,31.1,12.1,0.479,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
239,2016-08-26,0.0,0,,64.5,85.3,0.0,0.0,0.0,25.3,18.1,0.4,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
240,2016-08-27,0.0,0,,62.5,88.5,0.0,0.0,0.0,20.8,15.0,0.29100000000000004,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
241,2016-08-28,0.0,0,,66.4,91.5,0.0,0.0,0.0,21.9,14.6,0.133,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
242,2016-08-29,0.0,0,,62.4,94.4,0.0,0.0,0.0,28.9,13.3,0.28800000000000003,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
243,2016-08-30,0.0,0,,66.4,97.7,0.0,0.0,0.0,29.8,12.7,0.38799999999999996,Partially cloudy,Becoming cloudy in the afternoon.,,,Becoming cloudy in the afternoon.
244,2016-08-31,0.0,0,,75.3,95.9,0.0,0.0,0.0,24.2,17.9,0.55,Partially cloudy,Becoming cloudy in the afternoon.,,,Becoming cloudy in the afternoon.
245,2016-09-01,0.0,0,,71.7,91.3,0.0,0.0,0.0,42.2,28.4,0.765,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
246,2016-09-02,0.0,0,,70.5,90.7,0.01,0.0,0.0,37.2,28.0,0.512,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,,,Becoming cloudy in the afternoon with early morning rain.
247,2016-09-03,0.0,0,,61.6,85.4,0.0,0.0,0.0,27.7,15.7,0.6829999999999999,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
248,2016-09-04,0.0,0,,62.5,77.7,0.0,0.0,0.0,32.2,21.5,0.8320000000000001,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
249,2016-09-05,1.0,1,,53.5,73.4,0.0,0.0,0.0,21.9,15.6,0.483,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
250,2016-09-06,0.0,0,,51.7,79.6,0.0,0.0,0.0,23.0,13.5,0.311,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
251,2016-09-07,1.0,1,,57.4,81.6,0.01,0.0,0.0,0.0,11.8,0.324,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,,,Partly cloudy throughout the day with early morning rain.
252,2016-09-08,0.0,0,,55.7,81.8,0.0,0.0,0.0,22.9,17.3,0.175,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
253,2016-09-09,0.0,0,,55.2,75.5,0.0,0.0,0.0,21.9,15.7,0.159,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
254,2016-09-10,0.0,0,,50.0,82.6,0.0,0.0,0.0,23.0,10.3,0.02,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
255,2016-09-11,1.0,1,,56.3,90.6,0.0,0.0,0.0,27.6,17.1,0.342,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
256,2016-09-12,0.0,0,,62.9,81.8,0.0,0.0,0.0,39.9,23.5,0.586,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
257,2016-09-13,1.0,1,,51.0,80.3,0.09,0.0,0.0,45.6,16.5,0.6990000000000001,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,,,Partly cloudy throughout the day with rain.
258,2016-09-14,0.0,0,,55.5,67.8,0.15,0.0,0.0,29.4,21.2,0.818,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,,,Partly cloudy throughout the day with rain.
259,2016-09-15,1.0,1,,53.7,66.5,0.0,0.0,0.0,0.0,9.8,0.62,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
260,2016-09-16,0.0,0,,48.5,72.7,0.0,0.0,0.0,25.3,9.0,0.14,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
261,2016-09-17,0.0,0,,51.6,78.6,0.0,0.0,0.0,0.0,11.1,0.272,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
262,2016-09-18,0.0,0,,57.9,86.8,0.0,0.0,0.0,19.7,14.6,0.166,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
263,2016-09-19,0.0,0,,61.2,90.8,0.0,0.0,0.0,23.0,18.1,0.177,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
264,2016-09-20,0.0,0,,61.4,88.7,0.03,0.0,0.0,31.1,19.3,0.48100000000000004,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,,,Clearing in the afternoon with afternoon rain.
265,2016-09-21,0.0,0,,65.5,82.7,0.0,0.0,0.0,30.9,21.3,0.53,Partially cloudy,Becoming cloudy in the afternoon.,,,Becoming cloudy in the afternoon.
266,2016-09-22,0.0,0,,49.7,76.8,0.67,0.0,0.0,39.1,26.8,0.8640000000000001,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,,,Partly cloudy throughout the day with rain.
267,2016-09-23,1.0,1,,47.6,50.7,0.61,0.0,0.0,0.0,14.6,0.972,"Rain, Overcast",Cloudy skies throughout the day with rain.,,,Cloudy skies throughout the day with rain.
268,2016-09-24,0.0,0,,46.8,61.9,0.31,0.0,0.0,0.0,14.9,0.722,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,,,Partly cloudy throughout the day with rain clearing later.
269,2016-09-25,0.0,0,,45.6,66.6,0.0,0.0,0.0,0.0,13.5,0.0,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
270,2016-09-26,0.0,0,,49.6,71.7,0.0,0.0,0.0,0.0,9.0,0.08199999999999999,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
271,2016-09-27,0.0,0,,52.8,75.5,0.0,0.0,0.0,24.2,10.0,0.11199999999999999,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
272,2016-09-28,0.0,0,,54.9,80.6,0.0,0.0,0.0,41.4,10.7,0.282,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
273,2016-09-29,1.0,1,,61.9,76.9,0.0,0.0,0.0,29.8,19.2,0.653,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
274,2016-09-30,0.0,0,,61.8,76.9,0.0,0.0,0.0,0.0,17.8,0.67,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
275,2016-10-01,0.0,0,THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WIND ADVISORY...WHICH IS IN EFFECT FROM 10 AM SUNDAY TO MIDNIGHT MDT SUNDAY NIGHT.  * AFFECTED AREA...WESTERN UTAH VALLEYS FROM CEDAR CITY NORTHWARD   TO THE IDAHO BORDER INCLUDING CEDAR CITY...MILFORD...DELTA...   TOOELE AND WENDOVER.  * WINDS...SOUTH TO SOUTHWEST WINDS AT 25-35 MPH WITH GUSTS OVER 50   MPH.  * TIMING...WINDS WILL INCREASE DURING LATE SUNDAY MORNING AND   PREVAIL THROUGH ABOUT MIDNIGHT SUNDAY NIGHT.  * IMPACTS...STRONG CROSSWINDS MAY IMPACT TRAVEL ESPECIALLY FOR   HIGH PROFILE VEHICLES ON I-80 AND STATE ROUTE 6/50. ,60.9,79.5,0.0,0.0,0.0,31.9,22.2,0.45,Partially cloudy,Becoming cloudy in the afternoon.,,,Becoming cloudy in the afternoon.
276,2016-10-02,0.0,0,...WIND ADVISORY REMAINS IN EFFECT FROM 10 AM THIS MORNING TO MIDNIGHT MDT TONIGHT...  * AFFECTED AREA...WESTERN UTAH VALLEYS FROM CEDAR CITY NORTHWARD   TO THE IDAHO BORDER INCLUDING CEDAR CITY...MILFORD...DELTA...   TOOELE...SALT LAKE CITY AND WENDOVER.  * WINDS...SOUTH TO SOUTHWEST WINDS AT 25-35 MPH WITH GUSTS   APPROACHING 50 MPH.  * TIMING...WINDS WILL INCREASE THIS MORNING AND REMAIN STRONG   AHEAD OF AN APPROACHING COLD FRONT THROUGH AROUND MIDNIGHT   TONIGHT.  * IMPACTS...STRONG CROSSWINDS MAY IMPACT TRAVEL ESPECIALLY FOR    HIGH PROFILE VEHICLES AND THOSE TOWING TRAILERS ON I-80 AND    STATE ROUTE 6/50. WIND SENSITIVE OPERATIONS MAY BE IMPACTED.,56.4,80.6,0.01,0.0,0.0,47.8,24.8,0.7809999999999999,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,,,Partly cloudy throughout the day with afternoon rain.
277,2016-10-03,0.0,0,,47.6,65.7,0.0,0.0,0.0,33.5,23.6,0.772,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
278,2016-10-04,0.0,0,,41.7,58.6,0.0,0.0,0.0,0.0,10.9,0.525,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
279,2016-10-05,0.0,0,,43.5,55.6,0.09,0.0,0.0,34.4,24.8,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,,,Partly cloudy throughout the day with rain.
280,2016-10-06,0.0,0,,38.5,57.5,0.01,0.0,0.0,0.0,9.1,0.314,"Rain, Partially cloudy",Becoming cloudy in the afternoon with afternoon rain.,,,Becoming cloudy in the afternoon with afternoon rain.
281,2016-10-07,0.0,0,,40.7,67.6,0.0,0.0,0.0,25.3,10.0,0.165,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
282,2016-10-08,1.0,1,,42.2,69.7,0.0,0.0,0.0,27.7,9.6,0.377,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
283,2016-10-09,0.0,0,,46.0,75.5,0.0,0.0,0.0,0.0,9.1,0.151,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
284,2016-10-10,0.0,0,,55.5,78.7,0.0,0.0,0.0,31.1,21.5,0.547,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
285,2016-10-11,0.0,0,,52.8,69.7,0.0,0.0,0.0,0.0,14.7,0.633,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
286,2016-10-12,0.0,0,,43.7,65.6,0.0,0.0,0.0,0.0,7.3,0.469,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
287,2016-10-13,0.0,0,,44.2,73.7,0.0,0.0,0.0,0.0,9.8,0.513,Partially cloudy,Becoming cloudy in the afternoon.,,,Becoming cloudy in the afternoon.
288,2016-10-14,0.0,0,,58.0,73.7,0.0,0.0,0.0,49.4,24.3,0.7859999999999999,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
289,2016-10-15,0.0,0,,53.7,74.8,0.0,0.0,0.0,28.1,19.7,0.778,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
290,2016-10-16,1.0,1,,46.0,71.7,0.04,0.0,0.0,40.8,28.9,0.852,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,,,Partly cloudy throughout the day with rain.
291,2016-10-17,0.0,0,,44.5,57.5,0.35,0.0,0.0,27.7,23.4,0.745,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,,,Partly cloudy throughout the day with rain in the morning and afternoon.
292,2016-10-18,0.0,0,,41.7,59.6,0.0,0.0,0.0,33.3,24.3,0.7340000000000001,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
293,2016-10-19,0.0,0,,41.5,54.8,0.01,0.0,0.0,0.0,10.8,0.509,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,,,Partly cloudy throughout the day with early morning rain.
294,2016-10-20,1.0,1,,37.6,61.6,0.0,0.0,0.0,0.0,10.2,0.41200000000000003,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
295,2016-10-21,0.0,0,,36.9,66.5,0.0,0.0,0.0,0.0,9.9,0.01,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
296,2016-10-22,0.0,0,,40.8,68.8,0.0,0.0,0.0,0.0,14.6,0.314,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
297,2016-10-23,0.0,0,,45.8,72.9,0.0,0.0,0.0,0.0,16.7,0.794,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
298,2016-10-24,0.0,0,,58.9,67.7,0.0,0.0,0.0,37.8,22.9,0.91,Overcast,Cloudy skies throughout the day.,,,Cloudy skies throughout the day.
299,2016-10-25,1.0,1,,54.8,69.6,0.02,0.0,0.0,33.3,16.7,0.581,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,,,Partly cloudy throughout the day with afternoon rain.
300,2016-10-26,0.0,0,,48.9,73.7,0.0,0.0,0.0,0.0,18.0,0.282,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
301,2016-10-27,0.0,0,,54.2,77.7,0.0,0.0,0.0,33.4,23.9,0.605,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
302,2016-10-28,0.0,0,,55.2,75.5,0.1,0.0,0.0,33.3,20.8,0.8640000000000001,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,,,Partly cloudy throughout the day with rain.
303,2016-10-29,0.0,0,,56.7,71.5,0.0,0.0,0.0,28.9,20.1,0.59,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
304,2016-10-30,0.0,0,...WIND ADVISORY IN EFFECT FROM NOON TODAY TO MIDNIGHT MDT TONIGHT...  THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WIND ADVISORY...WHICH IS IN EFFECT FROM NOON TODAY TO MIDNIGHT MDT TONIGHT.  * AFFECTED AREA...THE SALT LAKE AND TOOELE VALLEYS.   * WINDS...SOUTH WINDS 25 TO 35 WITH THE STRONGEST WINDS IN THE   TOOELE VALLEY. GUSTS TO 55 MPH ARE POSSIBLE.  * TIMING...SOUTH WINDS WILL PICK UP THIS MORNING AND BECOME   STRONG THIS AFTERNOON. THE WINDS WILL REMAIN STRONG THROUGH THIS   EVENING THEN WILL SHIFT TO THE NORTHWEST AROUND MIDNIGHT AND   DIMINISH.  * IMPACTS...ALL EAST WEST ROUTES THROUGH THIS AREA WILL EXPERIENCE   STRONG CROSS WINDS. AREAS OF REDUCED VISIBILITIES IN BLOWING   DUST ARE POSSIBLE. CHOPPY CONDITIONS ARE EXPECTED ON AREA LAKES. ,61.3,71.8,0.0,0.0,0.0,44.9,27.3,0.883,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
305,2016-10-31,0.0,0,,46.8,68.5,0.28,0.0,0.0,36.9,22.7,0.596,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,,,Partly cloudy throughout the day with early morning rain.
306,2016-11-01,1.0,1,,44.1,52.7,0.0,0.0,0.0,0.0,12.4,0.6659999999999999,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
307,2016-11-02,0.0,0,,36.9,55.6,0.0,0.0,0.0,0.0,11.1,0.19399999999999998,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
308,2016-11-03,0.0,0,,36.1,59.8,0.0,0.0,0.0,0.0,9.8,0.054000000000000006,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
309,2016-11-04,0.0,0,,38.0,60.8,0.0,0.0,0.0,34.4,8.7,0.267,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
310,2016-11-05,0.0,0,,39.8,60.8,0.0,0.0,0.0,0.0,6.9,0.131,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
311,2016-11-06,1.0,1,,42.3,66.4,0.0,0.0,0.0,30.0,12.2,0.397,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
312,2016-11-07,0.0,0,,39.9,64.6,0.0,0.0,0.0,18.3,9.1,0.521,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
313,2016-11-08,0.0,0,,41.0,64.7,0.0,0.0,0.0,30.0,9.1,0.203,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
314,2016-11-09,0.0,0,,43.0,67.6,0.0,0.0,0.0,40.3,11.1,0.156,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
315,2016-11-10,0.0,0,,40.9,62.7,0.0,0.0,0.0,31.1,7.9,0.053,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
316,2016-11-11,1.0,1,,42.2,65.5,0.0,0.0,0.0,25.3,7.9,0.10300000000000001,Clear,Clear conditions throughout the day.,,,Clear conditions throughout the day.
317,2016-11-12,1.0,1,,43.6,65.7,0.0,0.0,0.0,29.7,11.4,0.594,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
318,2016-11-13,0.0,0,,39.2,62.7,0.01,0.0,0.0,29.5,8.9,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,,,Partly cloudy throughout the day with afternoon rain.
319,2016-11-14,0.0,0,,43.2,69.4,0.0,0.0,0.0,48.8,13.6,0.451,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
320,2016-11-15,0.0,0,,46.2,71.7,0.0,0.0,0.0,23.0,14.1,0.24,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
321,2016-11-16,0.0,0,,34.8,54.0,0.05,0.98,0.98,37.4,31.8,0.818,"Snow, Partially cloudy",Partly cloudy throughout the day with late afternoon snow.,,,Partly cloudy throughout the day with late afternoon snow.
322,2016-11-17,0.0,0,,30.5,41.6,0.07,0.59,1.57,29.9,23.8,0.718,"Snow, Partially cloudy",Partly cloudy throughout the day with snow clearing later.,,,Partly cloudy throughout the day with snow clearing later.
323,2016-11-18,1.0,1,,27.8,43.7,0.0,0.0,0.4,0.0,12.6,0.40299999999999997,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
324,2016-11-19,0.0,0,,38.5,62.3,0.0,0.0,0.0,35.7,17.6,0.61,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
325,2016-11-20,1.0,2,,48.3,65.6,0.0,0.0,0.0,31.1,22.3,0.857,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
326,2016-11-21,0.0,0,,41.9,52.6,0.84,0.0,0.0,23.0,12.5,0.97,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,,,Cloudy skies throughout the day with a chance of rain throughout the day.
327,2016-11-22,0.0,0,,36.9,47.6,0.0,0.0,0.0,36.9,11.0,0.501,Partially cloudy,Partly cloudy throughout the day.,,,Partly cloudy throughout the day.
