Date,text
JUN 15 2016,...WIND ADVISORY REMAINS IN EFFECT UNTIL 10 PM MDT THIS EVENING...  * AFFECTED AREA...THE SALT LAKE AND TOOELE VALLEYS...THE WEST    CENTRAL AND SOUTHWEST VALLEYS...THE SOUTHERN WASATCH FRONT...    AND THE GREAT SALT LAKE DESERT AND MOUNTAINS.  * WINDS...SOUTH TO SOUTHWEST 25 TO 35 MPH WITH GUST NEAR 50 MPH.  * TIMING...STRONG SOUTHERLY WINDS WILL CONTINUE THROUGH EARLY THIS   EVENING. THESE WINDS WILL REMAIN ELEVATED...THOUGH GRADUALLY   DECREASING MID-EVENING.  * IMPACTS...STRONG CROSS WINDS ON ALL ROUTES THROUGH THE    ADVISORY AREA WILL CREATE HAZARDOUS TRAVEL CONDITIONS FOR HIGH    PROFILE AND LIGHT WEIGHT VEHICLES. MAJOR ROUTES SUCH AS    INTERSTATE 80 THROUGH TOOELE COUNTY AND HIGHWAYS 6 AND 50 WILL    BE IMPACTED.
AUG 15 2016,THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A HIGH WIND WARNING...WHICH IS IN EFFECT UNTIL 10 PM MDT THIS EVENING.  * AFFECTED AREA...THE CACHE VALLEY...WASATCH FRONT...GREAT SALT   LAKE DESERT...WEST CENTRAL AND SOUTHWEST UTAH.  * TIMING...THROUGH 10 PM.  * WINDS...HIGH-BASED SHOWERS AND DRY THUNDERSTORMS WILL POSE A   PERIODIC THREAT OF LOCAL SEVERE WINDS AROUND OR EXCEEDING 60   MPH.  * IMPACTS...STRONG CROSS WINDS ARE FORECAST AT TIMES FOR ALL   ROUTES IN THE WARNING AREA. THOSE OPERATING HIGH PROFILE   VEHICLES OR TOWING TRAILERS ARE ESPECIALLY IMPACTED. RESIDENTS   SHOULD STORE ANY LOOSE ITEMS AROUND THE YARD WHICH COULD   POTENTIALLY BECOME AIRBORNE FROM A SUDDEN STRONG WIND GUST.
OCT 1 2016,THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WIND ADVISORY...WHICH IS IN EFFECT FROM 10 AM SUNDAY TO MIDNIGHT MDT SUNDAY NIGHT.  * AFFECTED AREA...WESTERN UTAH VALLEYS FROM CEDAR CITY NORTHWARD   TO THE IDAHO BORDER INCLUDING CEDAR CITY...MILFORD...DELTA...   TOOELE AND WENDOVER.  * WINDS...SOUTH TO SOUTHWEST WINDS AT 25-35 MPH WITH GUSTS OVER 50   MPH.  * TIMING...WINDS WILL INCREASE DURING LATE SUNDAY MORNING AND   PREVAIL THROUGH ABOUT MIDNIGHT SUNDAY NIGHT.  * IMPACTS...STRONG CROSSWINDS MAY IMPACT TRAVEL ESPECIALLY FOR   HIGH PROFILE VEHICLES ON I-80 AND STATE ROUTE 6/50. 
OCT 2 2016,...WIND ADVISORY REMAINS IN EFFECT FROM 10 AM THIS MORNING TO MIDNIGHT MDT TONIGHT...  * AFFECTED AREA...WESTERN UTAH VALLEYS FROM CEDAR CITY NORTHWARD   TO THE IDAHO BORDER INCLUDING CEDAR CITY...MILFORD...DELTA...   TOOELE...SALT LAKE CITY AND WENDOVER.  * WINDS...SOUTH TO SOUTHWEST WINDS AT 25-35 MPH WITH GUSTS   APPROACHING 50 MPH.  * TIMING...WINDS WILL INCREASE THIS MORNING AND REMAIN STRONG   AHEAD OF AN APPROACHING COLD FRONT THROUGH AROUND MIDNIGHT   TONIGHT.  * IMPACTS...STRONG CROSSWINDS MAY IMPACT TRAVEL ESPECIALLY FOR    HIGH PROFILE VEHICLES AND THOSE TOWING TRAILERS ON I-80 AND    STATE ROUTE 6/50. WIND SENSITIVE OPERATIONS MAY BE IMPACTED.
OCT 30 2016,...WIND ADVISORY IN EFFECT FROM NOON TODAY TO MIDNIGHT MDT TONIGHT...  THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WIND ADVISORY...WHICH IS IN EFFECT FROM NOON TODAY TO MIDNIGHT MDT TONIGHT.  * AFFECTED AREA...THE SALT LAKE AND TOOELE VALLEYS.   * WINDS...SOUTH WINDS 25 TO 35 WITH THE STRONGEST WINDS IN THE   TOOELE VALLEY. GUSTS TO 55 MPH ARE POSSIBLE.  * TIMING...SOUTH WINDS WILL PICK UP THIS MORNING AND BECOME   STRONG THIS AFTERNOON. THE WINDS WILL REMAIN STRONG THROUGH THIS   EVENING THEN WILL SHIFT TO THE NORTHWEST AROUND MIDNIGHT AND   DIMINISH.  * IMPACTS...ALL EAST WEST ROUTES THROUGH THIS AREA WILL EXPERIENCE   STRONG CROSS WINDS. AREAS OF REDUCED VISIBILITIES IN BLOWING   DUST ARE POSSIBLE. CHOPPY CONDITIONS ARE EXPECTED ON AREA LAKES. 
NOV 27 2016,...WINTER STORM WATCH REMAINS IN EFFECT FROM LATE TONIGHT THROUGH MONDAY EVENING...  * AFFECTED AREA...THE CACHE VALLEY...THE WASATCH FRONT AND THE    WASATCH MOUNTAIN VALLEYS.  * SNOW ACCUMULATIONS...4 TO 8 INCHES...EXCEPT 6 TO 12 INCHES   BENCHES AND MOUNTAIN VALLEYS.  * TIMING...PERIODS OF MODERATE TO HEAVY SNOW WILL DEVELOP MONDAY   MORNING AND CONTINUE INTO MONDAY EVENING.  * IMPACTS...WINTER DRIVING CONDITIONS CAN BE EXPECTED ACROSS AREA   ROADWAYS FOR MUCH OF THE DAY ON MONDAY. THERE IS THE POTENTIAL   FOR THE MONDAY MORNING AND EVENING COMMUTES TO BE SIGNIFICANTLY   IMPACTED.
NOV 28 2016,...WINTER STORM WARNING REMAINS IN EFFECT UNTIL 11 PM MST THIS EVENING...  * AFFECTED AREA...THE WASATCH FRONT ALONG WITH THE CACHE AND    WASATCH MOUNTAIN VALLEYS.  * SNOW ACCUMULATIONS...3 TO 6 INCHES ALONG THE VALLEY FLOORS OF    THE WASATCH FRONT AS WELL AS THE CACHE VALLEY AND THE HEBER    CITY AND PARK CITY AREAS. 6 TO 12 INCHES ALONG MANY OF THE    BENCH AREAS ALONG THE WASATCH FRONT AS WELL AS THE OGDEN    VALLEY.  * TIMING...PERIODS OF MODERATE TO HEAVY SNOW WILL DEVELOP EARLY   THIS MORNING AND CONTINUE INTO EARLY EVENING. LAKE EFFECT SNOW   TONIGHT COULD GENERATE SIGNIFICANT ADDITIONAL ACCUMULATIONS   THROUGH WESTERN SALT LAKE AND NORTHERN UTAH COUNTIES ALONG WITH   THE TOOELE VALLEY.  * IMPACTS...WINTER DRIVING CONDITIONS CAN BE EXPECTED ACROSS ALL   AREA ROADWAYS TODAY. BOTH THE MORNING AND EVENING COMMUTES WILL   BE SIGNIFICANTLY IMPACTED.
DEC 8 2016,...WINTER WEATHER ADVISORY REMAINS IN EFFECT FROM 3 PM THIS AFTERNOON TO NOON MST FRIDAY...  * AFFECTED AREA...THE RUSH VALLEY AND SOUTHERN AND WESTERN   PORTIONS OF THE SALT LAKE VALLEY. THIS ADVISORY DOES NOT INCLUDE   THE TOOELE VALLEY...AND THE IMMEDIATE SALT LAKE CITY AREA.  * SNOW ACCUMULATIONS...2 TO 4 INCHES.  * TIMING...SNOW WILL DEVELOP THIS AFTERNOON AND CONTINUE HEAVY AT   TIMES THROUGH FRIDAY MORNING BEFORE TAPERING OFF.  * IMPACTS...OCCASIONAL WINTER DRIVING CONDITIONS CAN BE EXPECTED   ACROSS ALL ROUTES IN THE SOUTHERN PORTIONS OF THE SALT LAKE   VALLEY AND RUSH VALLEY BEGINNING THIS AFTERNOON...AND CONTINUING   INTO FRIDAY. THIS INCLUDES THE EVENING AND FRIDAY MORNING   COMMUTES.
DEC 23 2016,...WINTER STORM WARNING IN EFFECT FROM 8 PM THIS EVENING TO 4 AM MST MONDAY...  THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WINTER STORM WARNING FOR HEAVY SNOW AND GUSTY WINDS...WHICH IS IN EFFECT FROM 8 PM THIS EVENING TO 4 AM MST MONDAY. THE WINTER STORM WATCH IS NO LONGER IN EFFECT.  * AFFECTED AREA...THE WEST DESERT...CACHE VALLEY...WASATCH   FRONT...WASATCH BACK...SOUTHWEST WYOMING...WESTERN UINTA   BASIN...CASTLE COUNTRY...WEST CENTRAL...SOUTHWEST AND SOUTH   CENTRAL UTAH...THE SANPETE AND SEVIER VALLEYS.  * SNOW ACCUMULATIONS...VALLEYS WILL LIKELY SEE 4-8 INCHES OF   SNOW...WITH 10 TO 16 INCHES BENCHES AND WASATCH BACK.  * TIMING...VALLEY RAIN AND SNOW WILL DEVELOP TONIGHT...BECOMING   MORE WIDESPREAD AND HEAVY AT TIMES TOMORROW. PRECIPITATION WILL   SWITCH TO SNOW BY TOMORROW EVENING ACROSS ALL VALLEYS...BEFORE   TAPERING OFF SUNDAY.  * SNOW LEVELS...4500 TO 5500 FEET MOST AREAS THIS EVENING THROUGH   TOMORROW...LOWERING TO VALLEY FLOOR TOMORROW EVENING.
DEC 24 2016,...WINTER STORM WARNING REMAINS IN EFFECT UNTIL 4 AM MST MONDAY...  * AFFECTED AREA...THE WASATCH FRONT...WASATCH MOUNTAIN VALLEYS...    CACHE VALLEY...ALONG WITH NORTHWEST UTAH AND SOUTHWEST    WYOMING.  * SNOW ACCUMULATIONS...GENERALLY VALLEYS WILL SEE 4 TO 8 INCHES   OF SNOW... WITH 8 TO 16 INCHES BENCHES AND WASATCH BACK.  * TIMING...VALLEY RAIN AND SNOW WILL BECOME MORE WIDESPREAD   THROUGH THE DAY. PRECIPITATION WILL SWITCH TO ALL SNOW BY THIS   EVENING ACROSS ALL VALLEYS. THE PERIOD OF HEAVIEST SNOW IS   EXPECTED TO OCCUR FROM THIS EVENING INTO TOMORROW MORNING. SNOW   WILL SLOWLY TAPER OFF TOMORROW.  * SNOW LEVELS...5000 TO 6000 FEET MOST AREAS TODAY...LOWERING TO   VALLEY FLOORS THIS EVENING.  * IMPACTS...SIGNIFICANT TRAVEL IMPACTS ARE LIKELY BEGINNING THIS   AFTERNOON ON THE BENCHES...CONTINUING THROUGH THE HOLIDAY   WEEKEND STARTING THIS EVENING EVERYWHERE. THOSE PLANNING TRAVEL   DURING THIS TIME ARE ENCOURAGED TO ADJUST TRAVEL PLANS IF   POSSIBLE...PLAN FOR WINTER DRIVING CONDITIONS... AND CARRY A   WINTER SURVIVAL KIT CONSISTING OF WARM CLOTHES AND BLANKETS...   EXTRA FOOD...WATER...FLASHLIGHT AND BATTERIES.
DEC 25 2016,...WINTER STORM WARNING REMAINS IN EFFECT UNTIL 4 AM MST MONDAY...  * AFFECTED AREA...THE WASATCH FRONT...WASATCH MOUNTAIN VALLEYS...   CACHE VALLEY...ALONG WITH NORTHWEST UTAH AND SOUTHWEST WYOMING.  * SNOW ACCUMULATIONS...WASATCH FRONT VALLEYS WILL MOSTLY SEE 3 TO   6 INCHES OF NEW SNOW...WITH 6 TO 12 INCHES BENCHES AND WASATCH   BACK. SOUTHWEST WYOMING WILL GET 3 TO 6 INCHES.  * TIMING...SNOW WILL BE HEAVY AT TIMES THROUGH THIS MORNING. SNOW   WILL SLOWLY TAPER OFF THIS AFTERNOON...LINGERING TONIGHT NORTH   OF SALT LAKE CITY.  * WINDS...GUSTY NORTHWEST WINDS GUSTING UP TO 50 MPH ACROSS THE   WEST DESERT WILL CAUSE REDUCED VISIBILITIES IN BLOWING AND   DRIFTING SNOW.  * IMPACTS...SIGNIFICANT TRAVEL IMPACTS ARE LIKELY THROUGH AT LEAST   MIDDAY. THOSE PLANNING TRAVEL DURING THIS TIME ARE ENCOURAGED   TO ADJUST TRAVEL PLANS IF POSSIBLE... PLAN FOR WINTER DRIVING   CONDITIONS... AND CARRY A WINTER SURVIVAL KIT CONSISTING OF WARM   CLOTHES AND BLANKETS... EXTRA FOOD... WATER...FLASHLIGHT AND   BATTERIES.
JAN 2 2017,...WINTER WEATHER ADVISORY IN EFFECT UNTIL 11 AM MST THIS MORNING...  THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WINTER WEATHER ADVISORY FOR SNOW...WHICH IS IN EFFECT UNTIL 11 AM MST THIS MORNING.  * AFFECTED AREA...THE SALT LAKE AN TOOELE VALLEYS AND THE THE   WASATCH MOUNTAIN VALLEYS.  * SNOW ACCUMULATIONS...GENERALLY 1 TO 4 INCHES WITH LOCALLY   GREATER AMOUNTS...MAINLY ALONG THE EAST SALT LAKE BENCH AND   WASATCH BACK.   * TIMING...SNOW WILL INCREASE IN AREAL COVERAGE AND INTENSITY   OVERNIGHT. WIDESPREAD SNOW EARLY MONDAY WILL BEGIN TO TAPER OFF   ACROSS THE TOOELE AND WESTERN SALT LAKE VALLEY. ACCUMULATING   SNOWS SHOULD END MOST AREAS BY LATE MONDAY MORNING.  * IMPACTS...SNOW PACKED ROADS WILL PRODUCE HAZARDOUS WINTER   DRIVING CONDITIONS THROUGH MUCH OF MONDAY MORNING. ALL MAJOR   ROUTES WILL BE IMPACTED. ALLOW FOR EXTRA TIME FOR THE MORNING   COMMUTE. 
JAN 4 2017,...WINTER STORM WARNING REMAINS IN EFFECT UNTIL 11 AM MST THURSDAY...  * AFFECTED AREA...THE CENTRAL AND SOUTHERN WASATCH FRONT.  * SNOW ACCUMULATIONS...2 TO 5 INCHES WITH HIGHER AMOUNTS POSSIBLE   OF THE BENCHES.  * TIMING...SNOW EARLY THIS MORNING WILL LIKELY MIX WITH OR CHANGE   TO RAIN THIS MORNING. ANY RAIN WILL CHANGE BACK SNOW THIS   EVENING. SNOW WILL BECOME HEAVY AT TIMES TONIGHT INTO EARLY   THURSDAY BEFORE DIMINISHING LATE THURSDAY MORNING.  * IMPACTS...WINTER DRIVING CONDITIONS WILL BECOME WIDESPREAD CAN   BE EXPECTED TONIGHT AND PERSIST INTO THURSDAY MORNING. THE   THURSDAY MORNING COMMUTE WILL BE ESPECIALLY IMPACTED. TRAVELERS   SHOULD ALLOW FOR EXTRA TIME TO REACH THEIR DESTINATIONS.
JAN 8 2017,...WINTER WEATHER ADVISORY IN EFFECT UNTIL 4 PM MST THIS AFTERNOON...  THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WINTER WEATHER ADVISORY FOR SNOW AND FREEZING RAIN...WHICH IS IN EFFECT UNTIL 4 PM MST THIS AFTERNOON.  * AFFECTED AREA...SALT LAKE AND TOOELE VALLEY...SOUTHERN WASATCH   FRONT AND WEST CENTRAL UTAH.  * SNOW ACCUMULATIONS...UP TO 2 INCHES.  * ICE ACCUMULATIONS...UP TO A TENTH OF AN INCH.  * TIMING...SNOW EARLY THIS MORNING WILL TRANSITION TO A PERIOD OF   FREEZING RAIN FROM SUNRISE THROUGH THE EARLY AFTERNOON   HOURS...BEFORE BECOMING RAIN AS TEMPERATURES WARM.  * IMPACTS...ICY ROADS ARE POSSIBLE THROUGH MID AFTERNOON. THOSE   PLANNING TRAVEL SHOULD CONSIDER BRINGING A WINTER SURVIVAL KIT   INCLUDING HEAVY BLANKETS... CLOTHING... ALONG WITH EXTRA FOOD...   WATER... FLASHLIGHT AND BATTERIES.
JAN 20 2017,...DENSE FOG ADVISORY REMAINS IN EFFECT UNTIL 10 AM MST THIS MORNING...  * AFFECTED AREA...THE SALT LAKE AND TOOELE VALLEYS AS WELL AS    THE NORTHERN WASATCH FRONT....WINTER WEATHER ADVISORY IN EFFECT UNTIL 5 PM MST SATURDAY...  THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WINTER WEATHER ADVISORY FOR SNOW...WHICH IS IN EFFECT UNTIL 5 PM MST SATURDAY.  * AFFECTED AREA...THE WASATCH FRONT FROM THE IDAHO BORDER SOUTH TO   THE NEPHI AREA...THE CACHE VALLEY...AND THE WASATCH MOUNTAIN   VALLEYS.  * SNOW ACCUMULATIONS...GENERALLY 2 TO 5 INCHES ALONG THE WASATCH   FRONT WITH THE GREATEST ACCUMULATIONS ALONG THE BENCHES AND FROM   THE SALT LAKE CITY AREA SOUTH. FOR THE CACHE VALLEY   ACCUMULATIONS WILL RANGE BETWEEN 1 AND 4 INCHES. THE WASATCH   MOUNTAIN VALLEYS WILL SEE BETWEEN 2 AND 6 INCHES  * TIMING...ACCUMULATING SNOWS WILL BEGIN AROUND MIDNIGHT AND   CONTINUE HEAVY AT TIMES THROUGH SATURDAY MORNING. SNOW WILL   GRADUALLY TAPER OFF SATURDAY AFTERNOON.   * IMPACTS...SIGNIFICANT TRAVEL IMPACTS ARE ANTICIPATED FOR LATE   TONIGHT THROUGH SATURDAY MORNING. ROAD SURFACES INITIALLY WILL   REMAIN WET...FOLLOWED BY ACCUMULATING SNOWS BY LATE TONIGHT AND   CONTINUING THROUGH THE MORNING HOURS. ROAD SURFACE IN THE CACHE   VALLEY AND THE WASATCH MOUNTAIN VALLEYS MAY SEE ROAD SNOW   THROUGH THE AFTERNOON.   * VISIBILITIES...LESS THAN ONE QUARTER MILE...AND LOCALLY LESS   THAN 200 FEET.  * TIMING...CONTINUING THROUGH SUNRISE BEFORE THE FOG GRADUALLY   DISSIPATES DURING THE MORNING HOURS.  * IMPACTS...DENSE FOG WILL GREATLY REDUCE VISIBILITY ACROSS THE   AREA. SNOW GRAINS FALLING OUT OF THIS FOG WILL ALSO RESULT IN   AREAS OF SLICK ROADWAYS...PARTICULARLY ALONG SECONDARY STREETS.   USE CAUTION WHEN DRIVING THIS MORNING...AND ALLOW PLENTY OF   DISTANCE.
JAN 21 2017,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL 5 PM MST THIS AFTERNOON...  * AFFECTED AREA...THE WASATCH FRONT FROM THE IDAHO BORDER SOUTH    TO THE NEPHI AREA...THE CACHE VALLEY...AND THE WASATCH    MOUNTAIN VALLEYS.  * SNOW ACCUMULATIONS...AN ADDITIONAL 1-4 INCHES OF   SNOW...POTENTIAL HIGHER AMOUNTS ON THE BENCHES.  * TIMING...SNOW WILL CONTINUE HEAVY AT TIMES THROUGH THE MORNING   BEFORE GRADUALLY TAPERING OFF LATER THIS AFTERNOON.  * IMPACTS...SIGNIFICANT TRAVEL IMPACTS ARE ANTICIPATED FOR THIS   MORNING. ROAD SURFACES IN THE CACHE VALLEY AND THE WASATCH   MOUNTAIN VALLEYS MAY SEE ROAD SNOW THROUGH THIS AFTERNOON.
JAN 23 2017,...WINTER WEATHER ADVISORY IN EFFECT UNTIL 10 PM MST THIS EVENING...  THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WINTER WEATHER ADVISORY FOR SNOW...WHICH IS IN EFFECT UNTIL 10 PM MST THIS EVENING.  * AFFECTED AREA...THE SALT LAKE AND TOOELE VALLEYS.  * SNOW ACCUMULATIONS...1-3 INCHES WITH LOCALLY HIGHER AMOUNTS ON   THE BENCHES.  * TIMING...SNOW WILL INCREASE THIS AFTERNOON ESPECIALLY AFTER 2 PM   BEHIND THE COLD FRONT. SNOW WILL REMAIN HEAVY AT TIMES INTO THIS   EVENING BEFORE TAPERING.  * SNOW LEVELS...FALLING TO THE VALLEY FLOOR THIS AFTERNOON.  * WINDS...WEST- NORTHWEST WINDS 15 - 25 MPH THIS AFTERNOON   GRADUALLY TAPERING INTO THE EVENING HOURS.  * IMPACTS...SNOWFALL IS EXPECTED TO IMPACT THE EVENING COMMUTE   ACROSS THE SALT LAKE METRO AREA AND TOOELE VALLEY. AREA ROADWAYS   ARE EXPECTED TO SEE RAPID ACCUMULATIONS MID-AFTERNOON INTO THE   EARLY EVENING HOURS.
JAN 24 2017,...WINTER WEATHER ADVISORY IN EFFECT UNTIL NOON MST WEDNESDAY...  THE NATIONAL WEATHER SERVICE IN SALT LAKE CITY HAS ISSUED A WINTER WEATHER ADVISORY FOR SNOW...WHICH IS IN EFFECT UNTIL NOON MST WEDNESDAY.  * AFFECTED AREA...THE CENTRAL AND SOUTHERN WASATCH FRONT...AND THE   WASATCH MOUNTAIN VALLEYS.  * SNOW ACCUMULATIONS...1 TO 4 INCHES ALONG THE WASATCH   FRONT...WITH 2 TO 5 INCHES IN MOUNTAIN VALLEYS.  * TIMING...SNOW WILL INCREASE IN COVERAGE THIS EVENING THEN TAPER   OFF WEDNESDAY MORNING.  * IMPACTS...PERIODS OF WINTER DRIVING CONDITIONS CAN BE EXPECTED   INCLUDING INTERSTATES 15...84 AND 80. THIS SNOW WILL POTENTIALLY   IMPACT THE MORNING COMMUTE IN THESE AREAS. IF TRAVELING...USE   EXTRA CAUTION.
JAN 25 2017,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL NOON MST TODAY...  * AFFECTED AREA...THE WASATCH FRONT...THE WASATCH MOUNTAIN    VALLEYS...THE CACHE VALLEY...AND THE GREAT SALT LAKE DESERT    AND MOUNTAINS.  * SNOW ACCUMULATIONS...ADDITIONAL ACCUMULATIONS OF 1 TO 3 INCHES.  * TIMING...SNOW WILL CONTINUE THROUGH THIS MORNING...DIMINISHING   DURING THE AFTERNOON.  * IMPACTS...PERIODS OF WINTER DRIVING CONDITIONS CAN BE EXPECTED    INCLUDING INTERSTATES 15...84 AND 80. THIS SNOW WILL    POTENTIALLY IMPACT THE MORNING COMMUTE IN THESE AREAS. IF    TRAVELING...USE EXTRA CAUTION.
Feb 20 2017,...WIND ADVISORY IN EFFECT UNTIL 9 PM MST TUESDAY...  The National Weather Service in Salt Lake City has issued a Wind Advisory...which is in effect until 9 PM MST Tuesday.  * AFFECTED AREA...The western valleys of Utah including the Salt   Lake and Tooele Valleys.   * WINDS...South winds of 25 to 35 mph with gusts in excess of 50   mph.   * TIMING...Strengthening this evening and remaining strong   overnight and through the day Tuesday  before diminishing  Tuesday evening.   * IMPACTS...Strong cross winds will affect east-west oriented   routes including I-80 across northwest Utah  and Highway 50   across west central Utah. 
Feb 21 2017,...WIND ADVISORY REMAINS IN EFFECT UNTIL 9 PM MST THIS EVENING...  * AFFECTED AREA...The western valleys of Utah including the Salt    Lake and Tooele Valleys.  * WINDS...South winds of 25 to 35 mph with gusts in excess of 50    mph.  * TIMING...Winds will remain strong through the day before   diminishing this evening.  * IMPACTS...Strong cross winds will affect east-west oriented   routes including I-80 across northwest Utah and Highway 50   across west central Utah. Light weight and high profile vehicles   should use extra caution.
Feb 22 2017,...WINTER WEATHER ADVISORY IN EFFECT UNTIL NOON MST THURSDAY...  The National Weather Service in Salt Lake City has issued a Winter Weather Advisory for snow  which is in effect until noon  MST Thursday.  * AFFECTED AREA...The Wasatch Front and Wasatch Mountain Valleys    along with the Cache Valley.  * SNOW ACCUMULATIONS...Generally 1 to 4 inches on the valley floor   with 4 to 8 inches on the benches and Wasatch Back.  * TIMING...A period of snow is expected early this evening. Snow   may end for a time across much of the area late evening into the   overnight hours  before redeveloping late tonight  and   continuing through Thursday morning.  * IMPACTS...Winter driving conditions including snow covered roads   and reduced visibility can be expected across the area late   tonight through Thursday  likely impacting the morning commute.   Motorists are encouraged to allow extra travel time Thursday    morning.
Feb 23 2017,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL NOON MST TODAY...  * AFFECTED AREA...The Wasatch Front and Wasatch Mountain    Valleys  along with the Cache Valley.  * SNOW ACCUMULATIONS...Generally 2 to 4 inches on the valley floor   with 4 to 8 inches on the benches and in the Wasatch Mountain   Valleys.  * TIMING...Snow showers  some briefly heavy  will continue through   this morning. It is possible the snow will persist at times   through tonight before tapering off.   * IMPACTS...Winter driving conditions including snow covered roads   and reduced visibility can be expected across the area this   morning  likely impacting the morning commute. Motorists are   encouraged to allow extra travel time this morning.
Feb 24 2017,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL NOON MST TODAY...  * AFFECTED AREA...The Cache Valley  Northern Wasatch Front  Salt    Lake and Tooele Valleys.  * SNOW ACCUMULATIONS...Generally 1-4 inches  with locally greater   amounts east of the Great Salt Lake and along the benches.  * TIMING...Snow showers  heavy at times  will continue through the   morning then taper off this afternoon.   * IMPACTS...Snow showers will bring winter driving conditions to   portions of the northern and central Wasatch Front this morning   impacting the morning commute. Allow for extra travel time. Snow   showers will taper off this afternoon. In addition  roads will   tend to improve starting late this morning.
Feb 26 2017,...WINTER WEATHER ADVISORY IN EFFECT FROM 11 PM THIS EVENING TO 4 AM MST TUESDAY...  The National Weather Service in Salt Lake City has issued a Winter Weather Advisory for snow...which is in effect from 11 PM  this evening to 4 AM MST Tuesday.  * AFFECTED AREA...The Cache Valley  Northern Wasatch Front  Salt   Lake and Tooele Valleys  Wasatch Back  Southwest Wyoming    Western Uinta Basin  Castle Country  Southwest Utah and South   Central Utah.  * SNOW ACCUMULATIONS...Generally 1 to 4 inches with locally higher   totals possible.  * TIMING...Snow will develop late tonight  heavy at times during   the morning and afternoon commutes. Snow will gradually   dissipate Monday evening and early night across the North while   snow continues heavy at times across the south through much of   Monday night before ending.   * SNOW LEVELS...5000-5500 feet across south central Utah Monday.  * WINDS...West winds gusting to 35 mph will cause blowing snow   across southwest Wyoming Monday.   * IMPACTS...Winter driving conditions are expected with snow   covered roadways and poor visibility. Both the morning and   evening commutes will be affected.
Feb 27 2017,...WINTER WEATHER ADVISORY REMAINS IN EFFECT UNTIL 4 AM MST TUESDAY...  * AFFECTED AREA...The Cache Valley  Northern Wasatch Front  Salt   Lake and Tooele Valleys  and the Wasatch Back.  * SNOW ACCUMULATIONS...Generally 1 to 4 inches with locally higher   amounts possible especially on the benches and Wasatch Back.  * TIMING...Snow will continue to increase this morning  becoming   heavy at times through this afternoon before diminishing    tonight.  * WINDS...West winds gusting to 30 mph will cause blowing snow   across southwest Wyoming through this afternoon.  * IMPACTS...Winter driving conditions are expected with snow    covered roadways and poor visibility. Both the morning and    evening commutes will be affected.
Mar 4 2017,...WIND ADVISORY IN EFFECT FROM MIDNIGHT TONIGHT TO 9 PM MST SUNDAY...  The National Weather Service in Salt Lake City has issued a Wind Advisory...which is in effect from midnight tonight to 9 PM MST Sunday.  * AFFECTED AREA...The Salt Lake and Tooele Valleys and the   Southern Wasatch Front.   * WINDS...Southerly 25-35 mph with gusts around 50 mph shifting to   northwest late Sunday afternoon.  * TIMING...South winds will increase in these areas after midnight   tonight and will remain gusty through Sunday afternoon. The   winds will then shift to northwest behind a cold front and   remain strong for a short time in the Salt Lake valley but will   remain strong into the evening hours in Utah County.  * IMPACTS...Strong crosswinds may cause hazardous travel   especially for high-profile vehicles and those towing trailers.   I-80 in the Salt Lake and Tooele valley as well as state routes   in northern Utah county will be affected. Visibility will be   locally reduced in blowing dust.
