EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
667197,SALT LAKE AND TOOELE VALLEYS (ZONE), ,11/28/2016,300,Winter Storm, , ,0,0,0,0,UT,MST-7, ,111861,Z,3,SLC,0,0,NWS Employee, , , , , , , , ,11/28/2016,2300, , , , ,"Storm total snowfall included 8 inches at Upper Millcreek, 7 inches at the Upper Avenues and the University of Utah, and 6 inches in Cottonwood Heights.","Utah experienced its first major snowstorm of the 2016-17 winter at the end of November, with both the mountains and valleys receiving significant amounts of snow over a 2-3 day period.",48
670479,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,12/08/2016,1500,Winter Storm, , ,0,0,0,0,UT,MST-7, ,112457,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,12/11/2016,1500, , , , ,"Brighton Resort received a storm total of 29 inches of snow. In addition, winds remained fairly strong December 8 through 10, including a peak wind gust of 65 mph at the Canyons - Lookout sensor.","A moist and slow moving Pacific storm system moved into Utah starting December 8. Precipitation was widespread across the state, but the biggest impact was heavy snowfall in Utah's northern mountains.",49
670478,WASATCH MOUNTAINS I-80 NORTH (ZONE), ,12/08/2016,1600,Winter Storm, , ,0,0,0,0,UT,MST-7, ,112457,Z,7,SLC,0,0,Trained Spotter, , , , , , , , ,12/11/2016,1500, , , , ,"Storm total snowfall included 39 inches at Powder Mountain and 36 inches at Snowbasin Resort. In addition, Ogden Peak recorded a peak wind gust of 75 mph on December 8.","A moist and slow moving Pacific storm system moved into Utah starting December 8. Precipitation was widespread across the state, but the biggest impact was heavy snowfall in Utah's northern mountains.",50
670501,WASATCH MOUNTAINS I-80 NORTH (ZONE), ,12/15/2016,1600,Winter Storm, , ,0,0,0,0,UT,MST-7, ,112460,Z,7,SLC,0,0,Trained Spotter, , , , , , , , ,12/16/2016,2000, , , , ,"Powder Mountain received a storm total of 18 inches of snow. In addition, winds were very strong on December 16, with peak recorded gusts of 96 mph at the Snowbasin-Straw Top sensor and 88 mph at Ogden Peak.","A strong upper level storm system and an associated vigorous cold front moved through Utah on December 15 and 16. The storm produced strong synoptic scale winds both ahead of and behind the cold front, severe thunderstorms along the front, and heavy snowfall in the mountains.",51
670503,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,12/15/2016,1600,Winter Storm, , ,0,0,0,0,UT,MST-7, ,112460,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,12/16/2016,2000, , , , ,"Storm total snowfall included 38 inches at Brighton Resort and 25 inches at Alta Ski Area. Peak wind gusts included 76 mph at the Arrowhead Summit sensor and 75 mph at Mount Baldy.","A strong upper level storm system and an associated vigorous cold front moved through Utah on December 15 and 16. The storm produced strong synoptic scale winds both ahead of and behind the cold front, severe thunderstorms along the front, and heavy snowfall in the mountains.",52
670494,SALT LAKE CO.,GARFIELD,12/16/2016,1117,Thunderstorm Wind,57.00, ,0,0,0,0,UT,MST-7,MG,112460,C,35,SLC,0,0,Mesonet, , , ,2,W,2,W,GARFIELD,12/16/2016,1117,40.73,-112.21,40.73,-112.21,"The Great Salt Lake Marina sensor reported a wind gust of 66 mph.","A strong upper level storm system and an associated vigorous cold front moved through Utah on December 15 and 16. The storm produced strong synoptic scale winds both ahead of and behind the cold front, severe thunderstorms along the front, and heavy snowfall in the mountains.",53
670498,SALT LAKE CO.,(SLC)SALT LAKE CITY,12/16/2016,1143,Thunderstorm Wind,58.00, ,0,0,0,0,UT,MST-7,MG,112460,C,35,SLC,0,0,Mesonet, , , ,1,NNW,1,NNW,(SLC)SALT LAKE CITY,12/16/2016,1143,40.8,-111.98,40.8,-111.98,"A 67 mph wind gust was recorded by the SLC Airport Wind 3 sensor at Salt Lake City International Airport.","A strong upper level storm system and an associated vigorous cold front moved through Utah on December 15 and 16. The storm produced strong synoptic scale winds both ahead of and behind the cold front, severe thunderstorms along the front, and heavy snowfall in the mountains.",54
670572,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,12/23/2016,1600,Winter Storm, , ,0,0,0,0,UT,MST-7, ,112462,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,12/26/2016,100, , , , ,"Storm total snowfall amounts included 27 inches at Brighton Resort, 27 inches at Deer Valley, 21 inches at Snowbird Ski and Summer Resort, and 20 inches at Alta Ski Area. Winds were also strong at times, particularly early in the event, which included a peak recorded wind gust of 74 mph at the Park City - Jupiter sensor on December 23.","A cold and moist Pacific storm brought heavy snowfall to most of Utah for Christmas, with significant accumulations in both the valleys and mountains.",55
670571,WASATCH MOUNTAINS I-80 NORTH (ZONE), ,12/23/2016,1600,Winter Storm, , ,0,0,0,0,UT,MST-7, ,112462,Z,7,SLC,0,0,Trained Spotter, , , , , , , , ,12/26/2016,100, , , , ,"Storm total snow amounts included 33 inches at Powder Mountain and 24 inches at Snowbasin Resort. In addition, Laketown received a storm total of 11 inches of snow; the 8.0 inches that Laketown received on the calendar day of December 25 broke the previous daily record of 4.0 inches set in 1941. Winds were also strong at times through the storm, with a peak wind gust of 77 mph at Ogden Peak.","A cold and moist Pacific storm brought heavy snowfall to most of Utah for Christmas, with significant accumulations in both the valleys and mountains.",56
670569,GREAT SALT LAKE DESERT AND MOUNTAINS (ZONE), ,12/23/2016,2000,Winter Storm, , ,0,0,0,0,UT,MST-7, ,112462,Z,5,SLC,0,0,Mesonet, , , , , , , , ,12/26/2016,400, , , , ,"Snow reports from the Great Salt Lake Desert included 6 inches in Rosette and 4 inches at the Hill Air Force Base Utah Test and Training Range. In addition, winds were strong early on December 25, with a peak wind gust of 58 mph at the Interstate 80 at Milepost 1 sensor.","A cold and moist Pacific storm brought heavy snowfall to most of Utah for Christmas, with significant accumulations in both the valleys and mountains.",57
670566,SALT LAKE AND TOOELE VALLEYS (ZONE), ,12/23/2016,2000,Winter Storm, , ,0,0,0,0,UT,MST-7, ,112462,Z,3,SLC,0,0,NWS Employee, , , , , , , , ,12/25/2016,1700, , , , ,"Storm total snowfall included 14 inches at Upper Millcreek and Cottonwood Heights, 13 inches in West Valley and Tooele, and 12 inches in Sandy and the Upper Avenues. Many other locations across the area received 8-11 inches of snow. The official Salt Lake City snowfall of 8.6 inches on the calendar day of December 25 was the second most on record, behind only the 1916 daily total of 9.0 inches of snow.","A cold and moist Pacific storm brought heavy snowfall to most of Utah for Christmas, with significant accumulations in both the valleys and mountains.",58
676816,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,01/01/2017,1600,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113153,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,01/03/2017,1300, , , , ,"Storm total snowfall included 31 inches at Brighton Resort, 27 inches at Solitude Mountain Resort, 25 inches at Alta Ski Area, 23 inches at Park City Mountain Resort, and 22 inches at UDOT Provo Canyon.","A cold and slow moving storm system passed through northern and central Utah at the beginning of 2017, with the heaviest snowfall in portions of the Wasatch Range, the Wasatch mountain valleys, and in Utah County.",59
676846,WASATCH MOUNTAINS I-80 NORTH (ZONE), ,01/03/2017,2000,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113154,Z,7,SLC,0,0,Trained Spotter, , , , , , , , ,01/05/2017,1000, , , , ,"Storm total snowfall included 21 inches at Powder Mountain, 19 inches at Snowbasin Resort, and 19 inches in Laketown.","On the heels of the storm that began on New Year's Day, a second strong and cold storm system entered Utah early on January 3, bringing widespread snowfall to the state over a 48-hour period.",60
676848,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,01/03/2017,2200,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113154,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,01/05/2017,1100, , , , ,"Storm total snowfall included 24 inches at Brighton Resort, 19 inches at UDOT Provo Canyon, and 15 inches at Alta Ski Area.","On the heels of the storm that began on New Year's Day, a second strong and cold storm system entered Utah early on January 3, bringing widespread snowfall to the state over a 48-hour period.",61
676903,SALT LAKE AND TOOELE VALLEYS (ZONE), ,01/08/2017,2200,High Wind,60.00, ,0,0,10000,0,UT,MST-7,MG,113164,Z,3,SLC,0,0,Mesonet, , , , , , , , ,01/09/2017,1600, , , , ,"Peak recorded wind gusts included 69 mph at the SR-201 at I-80 sensor, 66 mph in Sandy, 65 mph at the Great Salt Lake Marina, 61 mph at the I-80 @ mp 78 sensor, 61 mph at Olympus Cove, and 59 mph at Tooele. The strongest gusts in Murray uprooted several trees, one of which fell on a home and damaged it. A shed was also damaged significantly.","A strong cold front moved through northern Utah on January 9, producing strong gusty winds both ahead of and behind the front.",62
676906,GREAT SALT LAKE DESERT AND MOUNTAINS (ZONE), ,01/09/2017,0,High Wind,51.00, ,0,0,0,0,UT,MST-7,MG,113164,Z,5,SLC,0,0,Mesonet, , , , , , , , ,01/09/2017,1800, , , , ,"Peak recorded wind gusts in the Dugway Proving Ground mesonet included 59 mph at Simpson Springs, 58 mph at Upper Cedar Mountain, and 58 mph at the Causeway sensor.","A strong cold front moved through northern Utah on January 9, producing strong gusty winds both ahead of and behind the front.",63
676984,WASATCH MOUNTAINS I-80 NORTH (ZONE), ,01/10/2017,0,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113176,Z,7,SLC,0,0,Trained Spotter, , , , , , , , ,01/12/2017,1800, , , , ,"Storm total snowfall reports included 35 inches at Powder Mountain and 27 inches at Snowbasin Resort.","Two storm systems moved through Utah in quick succession from January 10 through January 12, bringing snowfall to the mountains and mountain valleys of Utah.",64
676987,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,01/10/2017,100,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113176,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,01/12/2017,1800, , , , ,"Snowfall totals for the storm included 38 inches of new snow at Brighton Resort, 32 inches at UDOT Provo Canyon, 30 inches of snow at Canyons Village, and 23 inches at Solitude Mountain Resort.","Two storm systems moved through Utah in quick succession from January 10 through January 12, bringing snowfall to the mountains and mountain valleys of Utah.",65
677068,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,01/20/2017,1500,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113183,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,01/21/2017,1900, , , , ,"Storm total snowfall included 28 inches at Alta Ski Area, 23 inches at Brighton Resort, and 17 inches at Park City Mountain Resort.","A potent winter storm moved through Utah on January 20 and 21, bringing heavy snow to much of the state.",66
677057,SALT LAKE AND TOOELE VALLEYS (ZONE), ,01/20/2017,1600,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113183,Z,3,SLC,0,0,Trained Spotter, , , , , , , , ,01/21/2017,1800, , , , ,"The heaviest snow in the Salt Lake Valley occurred on the benches, including storm total reports of 16 inches in eastern Cottonwood Heights, 15 inches in eastern Sandy, 13 inches at the Upper Avenues, and 12 inches at the University of Utah. Totals closer to the valley floor were lower, in part due to initially higher snow levels, but were still notable. These totals included 8 inches in South Salt Lake and 6 inches at Salt Lake City International Airport.","A potent winter storm moved through Utah on January 20 and 21, bringing heavy snow to much of the state.",67
677102,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,01/22/2017,1500,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113187,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,01/24/2017,1000, , , , ,"Storm total snow reports included 43 inches at Brighton Resort, 33 inches at Alta Ski Area, and 27 inches at Snowbird Ski & Summer Resort. In addition, winds were strong at the beginning of the storm, with a peak wind gust of 86 mph recorded at Cardiff Peak.","In what had already been a very active month of January, the last major storm system of the month moved through Utah on January 22 through 24, bringing widespread heavy snowfall.",68
677101,WASATCH MOUNTAINS I-80 NORTH (ZONE), ,01/22/2017,1500,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113187,Z,7,SLC,0,0,Trained Spotter, , , , , , , , ,01/24/2017,1000, , , , ,"Snowbasin Resort received 28 inches of snow for the storm. In addition, winds were strong in the beginning of the storm, with peak wind gusts of 76 mph at the Snowbasin Resort Snowbasin-Straw Top sensor and 74 mph at Ogden Peak.","In what had already been a very active month of January, the last major storm system of the month moved through Utah on January 22 through 24, bringing widespread heavy snowfall.",69
680329,WASATCH MOUNTAINS I-80 NORTH (ZONE), ,02/06/2017,515,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113662,Z,7,SLC,0,0,Mesonet, , , , , , , , ,02/08/2017,200, , , , ,"Powder Mountain received 17 inches of new snow. In addition, winds were strong through the storm, with peak recorded wind gusts of 101 mph at Logan Summit, 94 mph at Ogden Peak, 90 mph at the Snowbasin Resort Snowbasin-Straw Top sensor, and 89 mph at the Powder Mountain sensor.","A powerful storm system brought strong winds to northern Utah, with heavy snowfall also falling in the northern mountains.",70
680330,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,02/06/2017,900,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113662,Z,8,SLC,0,0,Mesonet, , , , , , , , ,02/08/2017,0, , , , ,"Brighton Resort received 17 inches of snow. In addition, winds were strong through the storm, with peak recorded gusts of 76 mph at Alta Ski Area Alta - MT Baldy sensor and 73 mph at the Sundance Moutain Resort Arrowhead Summit sensor.","A powerful storm system brought strong winds to northern Utah, with heavy snowfall also falling in the northern mountains.",71
680328,SALT LAKE AND TOOELE VALLEYS (ZONE), ,02/07/2017,0,High Wind,58.00, ,0,0,0,0,UT,MST-7,MG,113662,Z,3,SLC,0,0,Mesonet, , , , , , , , ,02/07/2017,1300, , , , ,"Peak wind gusts across the Salt Lake and Tooele Valleys included 67 mph at Stockton Bar, 62 mph at the SR-201 at I-80 sensor, and 58 mph at Vernon Hill.","A powerful storm system brought strong winds to northern Utah, with heavy snowfall also falling in the northern mountains.",72
682241,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,02/21/2017,0,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113670,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,02/24/2017,1100, , , , ,"Storm total snowfall reports included 47 inches at Brighton Resort, 45 inches at Alta Ski Area, and 42 inches at Snowbird Ski & Summer Resort. In addition, winds were strong through the event, with peak recorded wind gusts of 86 mph at the Sundance Mountain Resort Arrowhead Summit sensor and 72 mph at Park City Mountain Resort Park City - Jupiter sensor.","A strong storm system moved across Utah starting February 21, bringing gusty winds, severe thunderstorms, and heavy snowfall to the state.",73
681650,SALT LAKE AND TOOELE VALLEYS (ZONE), ,02/21/2017,0,High Wind,60.00, ,0,0,0,0,UT,MST-7,MG,113670,Z,3,SLC,0,0,Mesonet, , , , , , , , ,02/21/2017,1735, , , , ,"Winds across the Salt Lake and Tooele Valleys were strong both ahead of and behind the cold front, with peak recorded gusts of 69 mph at the Olympus Hills - MSI sensor, 69 mph at the SR-201 at I-80 sensor, 68 mph at both Vernon Hill and Stockton Bar, 67 mph at the Great Salt Lake Marina, 66 mph in Sandy, and 58 mph at the South Valley Regional Airport.","A strong storm system moved across Utah starting February 21, bringing gusty winds, severe thunderstorms, and heavy snowfall to the state.",74
682240,WASATCH MOUNTAINS I-80 NORTH (ZONE), ,02/21/2017,0,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113670,Z,7,SLC,0,0,Trained Spotter, , , , , , , , ,02/24/2017,1000, , , , ,"Powder Mountain received 34 inches of snow for the event. In addition, winds were strong through the storm, with peak wind gusts of 90 mph at Ogden Peak, 81 mph at Sherwood Hills, 77 mph at Powder Mountain, and 76 mph at the SR-65 at Big Mountain Pass sensor.","A strong storm system moved across Utah starting February 21, bringing gusty winds, severe thunderstorms, and heavy snowfall to the state.",75
682235,SALT LAKE AND TOOELE VALLEYS (ZONE), ,02/21/2017,2030,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113670,Z,3,SLC,0,0,Trained Spotter, , , , , , , , ,02/24/2017,1000, , , , ,"Storm total snowfall in the Salt Lake Valley included 15 inches in Cottonwood Heights, 10 inches in Sandy, 8 inches at Upper Millcreek and the University of Utah, and 7 inches in Taylorsville.","A strong storm system moved across Utah starting February 21, bringing gusty winds, severe thunderstorms, and heavy snowfall to the state.",76
682245,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,02/27/2017,400,Winter Storm, , ,0,0,0,0,UT,MST-7, ,113673,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,02/28/2017,1400, , , , ,"Brighton Resort received 26 inches of new snow from the storm, including 16 inches during the daytime hours of February 27. Other storm totals included 22 inches at Alta Ski Area and 21 inches at Snowbird Ski & Summer Resort.","One last storm system moved through Utah at the end of February, bringing one more round of snowfall to the area.",77
688827,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,03/05/2017,500,Winter Storm, , ,0,0,0,0,UT,MST-7, ,114832,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,03/05/2017,1600, , , , ,"Alta Ski Area received 15 inches of snow, while Park City Mountain Resort received 14 inches of snow. In addition, winds were strong ahead of the cold front, with peak recorded gusts of 110 mph at the Sundance Mountain Resort Arrowhead Summit sensor, 96 mph at Dear Valley DV - Mount Baldy sensor, 82 mph at the Deer Valley DV - Bald Eagle sensor, and 82 mph at the Dreamscape Study Plot sensor, as well as numerous reports in the 70-79 mph range.","A cold front moved through Utah on March 5, producing strong, and sometimes destructive, winds both ahead of and behind the front. The front also brought snowfall to the state, with the heaviest snow in northern Utah.",78
688824,WASATCH MOUNTAINS I-80 NORTH (ZONE), ,03/05/2017,800,Winter Storm, , ,0,0,0,0,UT,MST-7, ,114832,Z,7,SLC,0,0,SNOTEL, , , , , , , , ,03/06/2017,1600, , , , ,"The Parrish Creek SNOTEL received 1.50 inches liquid equivalent precipitation, or approximately 16 inches of snow. In addition, winds were strong ahead of the cold front, with peak recorded gusts of 96 mph at the SR-65 at Big Mountain Pass sensor, 89 mph at Ogden Peak, and 82 mph at the Snowbasin Resort Snowbasin-Straw Top sensor.","A cold front moved through Utah on March 5, producing strong, and sometimes destructive, winds both ahead of and behind the front. The front also brought snowfall to the state, with the heaviest snow in northern Utah.",79
688874,SALT LAKE AND TOOELE VALLEYS (ZONE), ,03/05/2017,1130,High Wind,67.00, ,0,0,100000,0,UT,MST-7,MG,114832,Z,3,SLC,0,0,Mesonet, , , , , , , , ,03/05/2017,1730, , , , ,"Peak recorded wind gusts included 77 mph at the Great Salt Lake Marina, 76 mph in Tooele, 72 mph at the Olympus Hills sensor, 68 mph at Draper, and dozens of reports in the 55-65 mph range. Tree damage was widespread across both the Salt Lake and Tooele Valleys, with many trees uprooted. Damage was also reported to roofs, carports, and fences.","A cold front moved through Utah on March 5, producing strong, and sometimes destructive, winds both ahead of and behind the front. The front also brought snowfall to the state, with the heaviest snow in northern Utah.",80
688892,GREAT SALT LAKE DESERT AND MOUNTAINS (ZONE), ,03/05/2017,1210,High Wind,62.00, ,0,0,10000,0,UT,MST-7,MG,114832,Z,5,SLC,0,0,Mesonet, , , , , , , , ,03/05/2017,1800, , , , ,"Peak recorded wind gusts included 71 mph at Camel Back Mountain, 70 mph at Lakeside Mountain, 66 mph at Upper Cedar Mountain, and 64 mph at the Salt Flats sensor. In addition, an empty semitrailer was blown over by the winds on Interstate 80 near milepost 79; the driver of the semi was not injured.","A cold front moved through Utah on March 5, producing strong, and sometimes destructive, winds both ahead of and behind the front. The front also brought snowfall to the state, with the heaviest snow in northern Utah.",81
689584,SALT LAKE CO.,PALLAS,03/23/2017,0,Heavy Rain, , ,0,0,20000,0,UT,MST-7, ,114960,C,35,SLC,0,0,Broadcast Media, , , ,1,NNW,1,NNW,PALLAS,03/23/2017,1600,40.6863,-111.9122,40.6863,-111.9122,"Heavy rain fell across the Salt Lake Valley on March 23. At the Sunnyvale Apartments on 3940 South 764 West, two families had to evacuate their apartments due to flooding. Relatively close by at the Salt Lake City International Airport, 1.97 inches of rainfall was recorded; this was the wettest day on record for the month of March, and the 6th wettest day since records began in 1874.","Heavy rain fell across Utah on March 23, leading to flooding in some locations across northern Utah.",82
690056,GREAT SALT LAKE DESERT AND MOUNTAINS (ZONE), ,03/30/2017,1700,Winter Storm, , ,0,0,0,0,UT,MST-7, ,114963,Z,5,SLC,0,0,Trained Spotter, , , , , , , , ,03/31/2017,900, , , , ,"Ibapah received 10 inches of snow. In addition, winds were strong along the cold front on the afternoon of March 30, with peak wind gusts of 65 mph at the 	|I-80 @ mp 1 sensor, 61 mph at SR-30 at Curlew, and 58 mph at the Interstate 80 sensor. With these strong winds, a semitrailer was blown over on Interstate 80 near milepost 1.","A slow-moving storm system moved through Utah at the end of March and beginning of April, bringing strong thunderstorms on March 30, followed by heavy snow in southern and western Utah, as well as strong downslope winds in northern Utah March 31 through April 1. Note that this episode continued into April.",83
690093,SALT LAKE AND TOOELE VALLEYS (ZONE), ,04/01/2017,0,High Wind,50.00, ,0,0,0,0,UT,MST-7,MG,115011,Z,3,SLC,0,0,Mesonet, , , , , , , , ,04/01/2017,15, , , , ,"The sensor at the University of Utah William Browning Building recorded a maximum wind gust of 58 mph.","The easterly downslope wind event in northern Utah that began on March 31 continued into April 1. Note that this event began in March.",84
694265,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,04/07/2017,2000,Winter Storm, , ,0,0,0,0,UT,MST-7, ,115596,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,04/09/2017,1300, , , , ,"Storm total snowfall included 26 inches at Alta Ski Area, 18 inches at Snowbird Ski & Summer Resort, and 17 inches at Brighton Resort. Winds were also strong, particularly early in the event, with peak recorded gusts of 87 mph at the Sundance Mountain Resort Arrowhead Summit sensor, 80 mph at the Brighton Resort Brighton Crest sensor, and 77 mph at the Dreamscape Study Plot.","A strong storm system moved through Utah on April 7, 8, and 9, bringing heavy snowfall, gusty winds, and hail with associated thunderstorms.",85
694258,GREAT SALT LAKE DESERT AND MOUNTAINS (ZONE), ,04/08/2017,1530,High Wind,51.00, ,0,0,0,0,UT,MST-7,MG,115596,Z,5,SLC,0,0,Mesonet, , , , , , , , ,04/08/2017,1610, , , , ,"Winds were strong behind the cold front, with peak recorded wind gusts of 59 mph at Callao in the U.S. Army Dugway Proving Ground mesonet and 58 mph at the I-80 @ mp 1 sensor.","A strong storm system moved through Utah on April 7, 8, and 9, bringing heavy snowfall, gusty winds, and hail with associated thunderstorms.",86
695803,SALT LAKE AND TOOELE VALLEYS (ZONE), ,04/13/2017,1130,High Wind,71.00, ,0,0,50000,0,UT,MST-7,MG,115598,Z,3,SLC,0,0,Mesonet, , , , , , , , ,04/13/2017,2025, , , , ,"Maximum recorded wind gusts included 82 mph at the Great Salt Lake Marina, 78 mph at SR-201 at I-80, 75 mph at the Point of the Mountain sensor, 73 mph at Vernon Hill, 71 mph at Flight Park South, 69 mph at the University of Utah, and numerous other reports in the 50-64 mph range. Large trees were knocked over and fell onto houses in Murray and Magna, and fence damage was also reported across the area. A trampoline became airborne in South Jordan and landed in an adjacent street. About 7,300 homes in the Salt Lake Valley lost power. At the Salt Lake City International Airport, more than two dozen flights were diverted to other airports across the region due to the strong winds. The Great Salt Lake Marina was also temporarily closed down due to safety concerns with the winds.","Very strong winds developed across much of Utah on April 13, ahead of an approaching dry cold front, with wind damage reported in several locations across the state.",87
695801,GREAT SALT LAKE DESERT AND MOUNTAINS (ZONE), ,04/13/2017,1440,High Wind,66.00, ,0,0,30000,0,UT,MST-7,MG,115598,Z,5,SLC,0,0,Mesonet, , , , , , , , ,04/13/2017,1920, , , , ,"Peak recorded wind gusts included 76 mph at the I-80 @ mp 1 sensor, 70 mph at the V-Grid sensor in the Dugway Proving Ground mesonet, 69 mph at both Lakeside Mountain and the Wendover Airport AWOS, and numerous other gusts in the 60-67 mph range. Three semitrailers were blown over by the strong winds on Interstate 80 between Wendover and Tooele; one of the trucks was blown over near milepost 77, west of Grantsville, while the other two were blown over near milepost 40.","Very strong winds developed across much of Utah on April 13, ahead of an approaching dry cold front, with wind damage reported in several locations across the state.",88
696209,WASATCH MOUNTAINS SOUTH OF I-80 (ZONE), ,04/24/2017,700,Winter Storm, , ,0,0,0,0,UT,MST-7, ,115842,Z,8,SLC,0,0,Trained Spotter, , , , , , , , ,04/25/2017,1900, , , , ,"Storm total snowfall included 26 inches at Alta Ski Area and 20 inches at Snowbird Ski & Summer Resort.","A cold Pacific storm system moved into Utah starting April 23, bringing heavy snow to Utah's northern mountains, and strong gusty winds to southwest Utah.",89
702545,SALT LAKE CO.,BENNION,05/24/2017,1650,Thunderstorm Wind,50.00, ,0,0,0,0,UT,MST-7,MG,116827,C,35,SLC,0,0,Mesonet, , , ,1,ENE,1,ENE,BENNION,05/24/2017,1650,40.6373,-111.9042,40.6373,-111.9042,"The UDOT I15/I215 SB sensor recorded a peak wind gust of 58 mph.","Thunderstorms formed ahead of an approaching cold front on May 24, and these storms produced widespread strong wind gusts due to a dry low-level airmass.",90
702544,SALT LAKE CO.,SALTAIR,05/24/2017,1800,Thunderstorm Wind,56.00, ,0,0,0,0,UT,MST-7,MG,116827,C,35,SLC,0,0,Mesonet, , , ,2,SW,2,SW,SALTAIR,05/24/2017,1800,40.75,-112.13,40.75,-112.13,"The Center Tailings sensor recorded a peak wind gust of 65 mph.","Thunderstorms formed ahead of an approaching cold front on May 24, and these storms produced widespread strong wind gusts due to a dry low-level airmass.",91
710533,GREAT SALT LAKE DESERT AND MOUNTAINS (ZONE), ,06/11/2017,1545,High Wind,66.00, ,0,1,50000,0,UT,MST-7,MG,118233,Z,5,SLC,0,0,Newspaper, , , , , , , , ,06/12/2017,955, , , , ,"Peak recorded wind gusts included 76 mph at Hat Island, 65 mph at Upper Cedar Mountain, 59 mph at Gunnison Island, and dozens of wind gust reports between 50 mph and 57 mph. Four semitrailers were knocked over by the high winds along Interstate 80, closing the highway for a period of time on the morning of June 12, and causing delays in both directions. One of these accidents resulted in minor injuries for the semitruck driver.","A strong winter-like storm brought damaging winds to northern and central Utah on June 11 and 12, with the strongest winds in many locations occurring on the morning of June 12 as the cold front passed through the state.",92
710522,SALT LAKE AND TOOELE VALLEYS (ZONE), ,06/12/2017,810,High Wind,67.00, ,0,0,40000,0,UT,MST-7,MG,118233,Z,3,SLC,0,0,Park/Forest Service, , , , , , , , ,06/12/2017,1345, , , , ,"Peak recorded wind gusts included 77 mph at the SR-201 at I-80 sensor, 74 mph at the Great Salt Lake Marina, 71 mph at the Center Tailings sensor, 67 mph at Vernon Hill, 62 mph at Stockton Bar, and 60 mph at both the UDOT I-80 @ mp 78 sensor and the Salt Lake City International Airport SLC Airport Wind 3 sensor. In addition, a secondary weather sensor at the Great Salt Lake Marina recorded a gust of 90 mph. The most significant damage across the area occurred at the Great Salt Lake Marina, where several sailboats were damaged by the winds. In addition, tree limbs were damaged across the Salt Lake Valley, including a large branch that fell onto and damaged a home in Holladay. As many as 8,500 Rocky Mountain Power customers were without power at one point on June 12, with the majority of outages occurring in Rose Park, Glendale, and South Salt Lake.","A strong winter-like storm brought damaging winds to northern and central Utah on June 11 and 12, with the strongest winds in many locations occurring on the morning of June 12 as the cold front passed through the state.",93
