,id,Date,fatalities,CrashCount
931,931,2019-09-15,1,1
932,932,2019-12-07,1,1
933,933,2019-12-27,1,1
934,934,2019-12-11,1,1
935,935,2019-06-25,1,1
936,936,2019-12-16,1,1
937,937,2019-12-12,1,1
938,938,2019-11-24,1,1
939,939,2019-11-03,1,1
940,940,2019-12-07,1,1
941,941,2019-12-31,1,1
942,942,2019-11-22,1,1
943,943,2019-12-26,1,1
944,944,2019-11-02,1,1
945,945,2019-11-12,1,1
946,946,2019-11-26,1,1
947,947,2019-11-27,1,1
948,948,2019-12-29,1,1
949,949,2019-08-16,1,1
950,950,2019-08-04,1,1
951,951,2019-11-03,1,1
952,952,2019-12-16,2,1
953,953,2019-06-07,1,1
954,954,2019-11-10,1,1
955,955,2019-10-08,1,1
956,956,2019-06-07,1,1
957,957,2019-10-21,1,1
958,958,2019-11-24,1,1
959,959,2019-12-11,1,1
960,960,1950-04-24,1,1
961,961,1950-04-24,1,1
962,962,2019-06-21,1,1
963,963,2019-06-25,1,1
964,964,2019-09-10,1,1
965,965,2019-10-09,2,1
966,966,2019-10-22,1,1
967,967,1950-04-24,1,1
968,968,2020-01-01,1,1
969,969,2020-01-27,1,1
970,970,2020-01-24,2,1
971,971,2020-01-25,1,1
972,972,2020-01-19,1,1
973,973,2020-02-01,1,1
974,974,2020-02-01,1,1
975,975,2020-02-25,1,1
976,976,2020-02-24,1,1
977,977,2020-01-04,1,1
978,978,2020-03-08,1,1
979,979,2020-03-07,1,1
980,980,2020-03-08,1,1
981,981,2020-03-16,1,1
982,982,2020-02-21,1,1
983,983,2020-02-10,2,1
984,984,2020-02-08,1,1
985,985,2020-02-10,1,1
986,986,2020-03-03,1,1
987,987,2020-02-23,1,1
988,988,2020-02-23,1,1
989,989,2020-02-04,1,1
990,990,2020-03-24,1,1
991,991,2020-03-08,1,1
992,992,2020-03-25,2,1
993,993,2020-01-07,1,1
994,994,2020-03-29,1,1
995,995,2020-03-23,1,1
996,996,2020-03-31,1,1
997,997,2020-04-07,1,1
998,998,2020-04-10,1,1
999,999,2020-04-12,1,1
1000,1000,2020-04-11,1,1
1001,1001,2020-01-11,1,1
1002,1002,2020-04-13,1,1
1003,1003,2020-04-17,1,1
1004,1004,2020-04-16,1,1
1005,1005,2020-04-08,1,1
1006,1006,2020-02-25,1,1
1007,1007,2020-02-25,1,1
1008,1008,2020-04-28,1,1
1009,1009,2020-02-07,1,1
1010,1010,2020-02-29,1,1
1011,1011,2020-03-14,1,1
1012,1012,2020-03-30,1,1
1013,1013,2020-04-11,1,1
1014,1014,2020-04-26,1,1
1015,1015,2020-04-29,1,1
1016,1016,2020-04-13,1,1
1017,1017,2020-05-14,1,1
1018,1018,2020-02-23,1,1
1019,1019,2020-05-16,2,1
1020,1020,2020-05-14,1,1
1021,1021,2020-04-10,1,1
1022,1022,2020-05-13,1,1
1023,1023,2020-05-09,1,1
1024,1024,2020-05-24,1,1
1025,1025,2020-05-23,1,1
1026,1026,2020-05-23,1,1
1027,1027,2020-05-22,1,1
1028,1028,2020-01-30,1,1
1029,1029,2020-05-11,1,1
1030,1030,2020-04-28,1,1
1031,1031,2020-04-06,1,1
1032,1032,2020-05-23,1,1
1033,1033,2020-05-17,2,1
1034,1034,2020-06-02,1,1
1035,1035,2020-05-31,1,1
1036,1036,2020-04-20,1,1
1037,1037,2020-05-11,1,1
1038,1038,2020-05-28,1,1
1039,1039,2020-06-08,1,1
1040,1040,2020-05-17,1,1
1041,1041,2020-05-30,1,1
1042,1042,2020-03-07,1,1
1043,1043,2020-05-01,1,1
1044,1044,2020-01-05,2,1
1045,1045,2020-06-14,1,1
1046,1046,2020-05-14,1,1
1047,1047,2020-01-24,1,1
1048,1048,2020-06-05,1,1
1049,1049,2020-06-18,1,1
1050,1050,2020-06-13,1,1
1051,1051,2020-06-13,1,1
1052,1052,2020-07-02,1,1
1053,1053,2020-07-05,1,1
1054,1054,2020-04-27,1,1
1055,1055,2020-05-29,1,1
1056,1056,2020-07-02,1,1
1057,1057,2020-07-01,3,1
1058,1058,2020-07-13,1,1
1059,1059,2020-06-20,3,1
1060,1060,2020-07-02,3,1
1061,1061,2020-07-02,1,1
1062,1062,2020-05-16,1,1
1063,1063,2020-04-21,1,1
1064,1064,2020-07-16,1,1
1065,1065,2020-07-08,2,1
1066,1066,2020-07-25,1,1
1067,1067,2020-06-05,1,1
1068,1068,2020-07-28,1,1
1069,1069,2020-07-19,1,1
1070,1070,2020-07-24,1,1
1071,1071,2020-07-13,1,1
1072,1072,2020-07-29,1,1
1073,1073,2020-07-17,1,1
1074,1074,2020-07-27,1,1
1075,1075,2020-08-04,1,1
1076,1076,2020-07-16,1,1
1077,1077,2020-07-16,1,1
1078,1078,2020-08-10,1,1
1079,1079,2020-07-28,1,1
1080,1080,2020-07-15,1,1
1081,1081,2020-08-12,1,1
1082,1082,2020-08-09,1,1
1083,1083,2020-07-31,1,1
1084,1084,2020-06-21,1,1
1085,1085,2020-06-17,1,1
1086,1086,2020-08-18,1,1
1087,1087,2020-08-20,1,1
1088,1088,2020-08-11,1,1
1089,1089,2020-06-20,1,1
1090,1090,2020-07-17,1,1
1091,1091,2020-08-23,1,1
1092,1092,2020-08-27,1,1
1093,1093,2020-08-29,1,1
1094,1094,2020-07-21,1,1
1095,1095,2020-07-28,1,1
1096,1096,2020-08-18,1,1
1097,1097,2020-08-16,1,1
1098,1098,2020-08-29,1,1
1099,1099,2020-08-30,1,1
1100,1100,2020-09-03,1,1
1101,1101,2020-09-03,1,1
1102,1102,2020-09-04,1,1
1103,1103,2020-09-01,1,1
1104,1104,2020-08-26,1,1
1105,1105,2020-06-01,1,1
1106,1106,2020-07-30,1,1
1107,1107,2020-08-22,1,1
1108,1108,2020-09-12,1,1
1109,1109,2020-07-13,1,1
1110,1110,2020-07-25,1,1
1111,1111,2020-09-12,1,1
1112,1112,2020-08-23,1,1
1113,1113,2020-09-20,1,1
1114,1114,2020-07-18,1,1
1115,1115,2020-08-20,1,1
1116,1116,2020-08-28,1,1
1117,1117,2020-08-23,1,1
1118,1118,2020-08-18,1,1
1119,1119,2020-09-18,1,1
1120,1120,2020-09-09,1,1
1121,1121,2020-07-25,1,1
1122,1122,2020-05-29,2,1
1123,1123,2020-09-25,1,1
1124,1124,2020-09-23,1,1
1125,1125,2020-08-20,1,1
1126,1126,2020-09-12,1,1
1127,1127,2020-09-24,1,1
1128,1128,2020-08-16,1,1
1129,1129,2020-10-06,1,1
1130,1130,2020-10-06,1,1
1131,1131,2020-10-08,1,1
1132,1132,2020-10-06,1,1
1133,1133,2020-08-29,1,1
1134,1134,2020-09-15,1,1
1135,1135,2020-09-24,1,1
1136,1136,2020-10-01,1,1
1137,1137,2020-10-16,1,1
1138,1138,2020-10-18,1,1
1139,1139,2020-05-17,1,1
1140,1140,2020-08-16,1,1
1141,1141,2020-08-16,1,1
1142,1142,2020-05-17,1,1
1143,1143,2020-10-18,1,1
1144,1144,2020-10-04,1,1
1145,1145,2020-09-30,1,1
1146,1146,2020-09-27,2,1
1147,1147,2020-10-03,1,1
1148,1148,2020-09-27,1,1
1149,1149,2020-09-22,1,1
1150,1150,2020-08-17,1,1
1151,1151,2020-10-08,1,1
1152,1152,2020-10-15,1,1
1153,1153,2020-09-18,2,1
1154,1154,2020-10-15,1,1
1155,1155,2020-08-15,1,1
1156,1156,2020-08-21,1,1
1157,1157,2020-10-23,1,1
1158,1158,2020-10-27,1,1
1159,1159,2020-09-05,1,1
1160,1160,2020-09-25,1,1
1161,1161,2020-09-16,1,1
1162,1162,2020-10-22,1,1
1163,1163,2020-10-12,2,1
1164,1164,2020-10-25,1,1
1165,1165,2020-09-27,1,1
1166,1166,2020-09-20,1,1
1167,1167,2020-08-30,1,1
1168,1168,2020-07-09,1,1
1169,1169,2020-11-05,1,1
1170,1170,2020-10-31,1,1
1171,1171,2020-10-16,1,1
1172,1172,2020-11-07,1,1
1173,1173,2020-09-14,1,1
1174,1174,2020-10-26,1,1
1175,1175,2020-10-20,2,1
1176,1176,2020-10-18,1,1
1177,1177,2020-10-29,1,1
1178,1178,2020-10-19,1,1
1179,1179,2020-11-10,1,1
1180,1180,2020-08-28,1,1
1181,1181,2020-06-15,1,1
1182,1182,2020-01-31,1,1
1183,1183,2020-10-28,1,1
1184,1184,2020-11-11,1,1
1185,1185,2020-11-21,1,1
1186,1186,2020-10-18,1,1
1187,1187,2020-11-30,1,1
1188,1188,2020-12-04,1,1
1189,1189,2020-10-23,1,1
1190,1190,2020-11-28,1,1
1191,1191,2020-12-11,1,1
1192,1192,2020-12-11,1,1
1193,1193,2020-10-23,1,1
1194,1194,2020-11-30,1,1
1195,1195,2020-10-30,1,1
1196,1196,2020-12-11,2,1
1197,1197,2020-12-07,1,1
1198,1198,2020-12-16,1,1
1199,1199,2020-11-03,1,1
1200,1200,2020-12-16,1,1
1201,1201,2020-10-08,1,1
1202,1202,2020-12-25,1,1
1203,1203,2020-12-18,2,1
1204,1204,2020-06-21,1,1
1205,1205,2020-11-24,1,1
1206,1206,2020-12-31,1,1
1207,1207,2020-12-21,1,1
1208,1208,2020-06-11,1,1
1209,1209,2020-12-30,1,1
1210,1210,2020-09-27,1,1
1211,1211,2020-12-16,1,1
1212,1212,2020-11-15,1,1
1213,1213,2020-12-27,1,1
1214,1214,2020-09-21,1,1
1215,1215,2020-10-31,1,1
1216,1216,2020-12-28,1,1
1217,1217,2020-12-22,1,1
1218,1218,2020-10-11,1,1
1219,1219,2020-11-07,1,1
1220,1220,2020-12-03,1,1
1221,1221,2020-12-30,1,1
1222,1222,2020-12-02,1,1
1223,1223,2020-10-14,1,1
